"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Switzerland","Bhutan","2009","1","0","1","0"
"Switzerland","Bolivia (Plurinational State of)","2009","15","0","15","0"
"Switzerland","Bosnia and Herzegovina","2009","3792","0","3792","0"
"Switzerland","Brazil","2009","6","0","6","0"
"Switzerland","Bulgaria","2009","5","0","5","0"
"Switzerland","Burkina Faso","2009","11","0","11","0"
"Switzerland","Burundi","2009","82","0","82","0"
"Switzerland","Cabo Verde","2009","0","0","0","0"
"Switzerland","Cambodia","2009","415","0","415","0"
"Switzerland","Cameroon","2009","125","0","125","0"
"Switzerland","Central African Rep.","2009","7","0","7","0"
"Switzerland","Chad","2009","45","0","45","0"
"Switzerland","Chile","2009","15","0","15","0"
"Switzerland","China","2009","1239","0","1239","0"
"Switzerland","Colombia","2009","290","0","290","0"
"Switzerland","Comoros","2009","0","0","0","0"
"Switzerland","Congo","2009","92","0","92","0"
"Switzerland","Côte d'Ivoire","2009","114","0","114","0"
"Switzerland","Croatia","2009","53","0","53","0"
"Switzerland","Cuba","2009","43","0","43","0"
"Switzerland","Cyprus","2009","0","0","0","0"
"Switzerland","Czech Rep.","2009","13","0","13","0"
"Switzerland","Dem. People's Rep. of Korea","2009","4","0","4","0"
"Switzerland","Dem. Rep. of the Congo","2009","1449","0","1449","0"
"Switzerland","Djibouti","2009","0","0","0","0"
"Switzerland","Dominican Rep.","2009","4","0","4","0"
"Switzerland","Ecuador","2009","6","0","6","0"
"Switzerland","Egypt","2009","36","0","36","0"
"Switzerland","Equatorial Guinea","2009","0","0","0","0"
"Switzerland","Eritrea","2009","3944","0","3944","0"
"Switzerland","Ethiopia","2009","585","0","585","0"
"Switzerland","France","2009","2","0","2","0"
"Switzerland","Gabon","2009","3","0","3","0"
"Switzerland","Gambia","2009","25","0","25","0"
"Switzerland","Georgia","2009","78","0","78","0"
"Switzerland","Germany","2009","1","0","1","0"
"Switzerland","Ghana","2009","7","0","7","0"
"Switzerland","Guinea","2009","75","0","75","0"
"Switzerland","Guinea-Bissau","2009","10","0","10","0"
"Switzerland","Haiti","2009","1","0","1","0"
"Switzerland","Honduras","2009","0","0","0","0"
"Switzerland","Hungary","2009","15","0","15","0"
"Switzerland","India","2009","33","0","33","0"
"Switzerland","Indonesia","2009","0","0","0","0"
"Switzerland","Iraq","2009","4612","0","4612","0"
"Switzerland","Islamic Rep. of Iran","2009","1255","0","1255","0"
"Switzerland","Israel","2009","1","0","1","0"
"Switzerland","Italy","2009","3","0","3","0"
"Switzerland","Jamaica","2009","0","0","0","0"
"Switzerland","Japan","2009","0","0","0","0"
"Switzerland","Jordan","2009","16","0","16","0"
"Switzerland","Kazakhstan","2009","17","0","17","0"
"Switzerland","Kenya","2009","24","0","24","0"
"Switzerland","Kuwait","2009","0","0","0","0"
"Switzerland","Kyrgyzstan","2009","15","0","15","0"
"Switzerland","Lao People's Dem. Rep.","2009","164","0","164","0"
"Switzerland","Latvia","2009","1","0","1","0"
"Switzerland","Lebanon","2009","57","0","57","0"
"Switzerland","Liberia","2009","47","0","47","0"
"Switzerland","Libya","2009","299","0","299","0"
"Switzerland","Lithuania","2009","0","0","0","0"
"Switzerland","Madagascar","2009","4","0","4","0"
"Switzerland","Malawi","2009","0","0","0","0"
"Switzerland","Malaysia","2009","3","0","3","0"
"Switzerland","Maldives","2009","5","0","5","0"
"Switzerland","Mali","2009","11","0","11","0"
"Switzerland","Mauritania","2009","3","0","3","0"
"Switzerland","Mexico","2009","0","0","0","0"
"Switzerland","Mongolia","2009","44","0","44","0"
"Switzerland","Montenegro","2009","23","0","23","0"
"Switzerland","Morocco","2009","28","0","28","0"
"Switzerland","Mozambique","2009","4","0","4","0"
"Switzerland","Myanmar","2009","34","0","34","0"
"Switzerland","Namibia","2009","0","0","0","0"
"Switzerland","Nepal","2009","10","0","10","0"
"Switzerland","Netherlands","2009","0","0","0","0"
"Switzerland","Niger","2009","10","0","10","0"
"Switzerland","Nigeria","2009","61","0","61","0"
"Switzerland","Pakistan","2009","150","0","150","0"
"Switzerland","Paraguay","2009","1","0","1","0"
"Switzerland","Peru","2009","15","0","15","0"
"Switzerland","Philippines","2009","1","0","1","0"
"Switzerland","Poland","2009","10","0","10","0"
"Switzerland","Portugal","2009","5","0","5","0"
"Switzerland","Qatar","2009","1","0","1","0"
"Switzerland","Rep. of Korea","2009","0","0","0","0"
"Switzerland","Rep. of Moldova","2009","10","0","10","0"
"Switzerland","Romania","2009","39","0","39","0"
"Switzerland","Russian Federation","2009","528","0","528","0"
"Switzerland","Rwanda","2009","225","0","225","0"
"Switzerland","Saudi Arabia","2009","0","0","0","0"
"Switzerland","Senegal","2009","6","0","6","0"
"Switzerland","Serbia (and Kosovo: S/RES/1244 (1999))","2009","6491","0","6491","0"
"Switzerland","Sierra Leone","2009","38","0","38","0"
"Switzerland","Singapore","2009","1","0","1","0"
"Switzerland","Slovakia","2009","3","0","3","0"
"Switzerland","Slovenia","2009","1","0","1","0"
"Switzerland","Somalia","2009","3197","0","3197","0"
"Switzerland","South Africa","2009","5","0","5","0"
"Switzerland","Spain","2009","1","0","1","0"
"Switzerland","Sri Lanka","2009","2836","0","2836","0"
"Switzerland","State of Palestine","2009","35","0","35","0"
"Switzerland","Stateless","2009","5","0","5","0"
"Switzerland","Sudan","2009","144","0","144","0"
"Switzerland","Swaziland","2009","0","0","0","0"
"Switzerland","Sweden","2009","0","0","0","0"
"Switzerland","Switzerland","2009","0","0","0","0"
"Switzerland","Syrian Arab Rep.","2009","661","0","661","0"
"Switzerland","Tajikistan","2009","2","0","2","0"
"Switzerland","Thailand","2009","0","0","0","0"
"Switzerland","The former Yugoslav Rep. of Macedonia","2009","159","0","159","0"
"Switzerland","Togo","2009","590","0","590","0"
"Switzerland","Tunisia","2009","605","0","605","0"
"Switzerland","Turkey","2009","4900","0","4900","0"
"Switzerland","Turkmenistan","2009","8","0","8","0"
"Switzerland","Uganda","2009","30","0","30","0"
"Switzerland","Ukraine","2009","26","0","26","0"
"Switzerland","United Rep. of Tanzania","2009","10","0","10","0"
"Switzerland","United States","2009","3","0","3","0"
"Switzerland","Uruguay","2009","0","0","0","0"
"Switzerland","Uzbekistan","2009","39","0","39","0"
"Switzerland","Various","2009","360","0","360","0"
"Switzerland","Viet Nam","2009","1587","0","1587","0"
"Switzerland","Western Sahara","2009","8","0","8","0"
"Switzerland","Yemen","2009","207","0","207","0"
"Switzerland","Zambia","2009","0","0","0","0"
"Switzerland","Zimbabwe","2009","17","0","17","0"
"Syrian Arab Rep.","Afghanistan","2009","963","963","963","963"
"Syrian Arab Rep.","Algeria","2009","0","0","0","0"
"Syrian Arab Rep.","Bosnia and Herzegovina","2009","0","0","0","0"
"Syrian Arab Rep.","Chad","2009","1","1","1","1"
"Syrian Arab Rep.","Côte d'Ivoire","2009","3","3","3","3"
"Syrian Arab Rep.","Dem. Rep. of the Congo","2009","8","8","8","8"
"Syrian Arab Rep.","Djibouti","2009","0","0","0","0"
"Syrian Arab Rep.","Egypt","2009","2","2","2","2"
"Syrian Arab Rep.","Eritrea","2009","35","35","35","35"
"Syrian Arab Rep.","Ethiopia","2009","7","7","7","7"
"Syrian Arab Rep.","Iraq","2009","1050000","218500","1050000","218500"
"Syrian Arab Rep.","Islamic Rep. of Iran","2009","158","158","158","158"
"Syrian Arab Rep.","Jordan","2009","2","2","2","2"
"Syrian Arab Rep.","Kenya","2009","0","0","0","0"
"Syrian Arab Rep.","Kuwait","2009","3","3","3","3"
"Syrian Arab Rep.","Lebanon","2009","4","4","4","4"
"Syrian Arab Rep.","Liberia","2009","0","0","0","0"
"Syrian Arab Rep.","Libya","2009","0","0","0","0"
"Syrian Arab Rep.","Pakistan","2009","6","6","6","6"
"Syrian Arab Rep.","Russian Federation","2009","4","4","4","4"
"Syrian Arab Rep.","Serbia (and Kosovo: S/RES/1244 (1999))","2009","0","0","0","0"
"Syrian Arab Rep.","Sierra Leone","2009","1","1","1","1"
"Syrian Arab Rep.","Somalia","2009","2260","2260","2260","2260"
"Syrian Arab Rep.","South Africa","2009","0","0","0","0"
"Syrian Arab Rep.","State of Palestine","2009","631","631","631","631"
"Syrian Arab Rep.","Stateless","2009","37","37","37","37"
"Syrian Arab Rep.","Sudan","2009","316","316","316","316"
"Syrian Arab Rep.","Tunisia","2009","5","5","5","5"
"Syrian Arab Rep.","Turkey","2009","2","2","2","2"
"Syrian Arab Rep.","Yemen","2009","18","18","18","18"
"Tajikistan","Afghanistan","2009","2673","2031","2673","2031"
"Tajikistan","Iraq","2009","5","5","5","5"
"Tajikistan","Islamic Rep. of Iran","2009","0","0","0","0"
"Tajikistan","Sri Lanka","2009","1","1","1","1"
"Thailand","Afghanistan","2009","1","1","1","1"
"Thailand","Bangladesh","2009","1","1","1","1"
"Thailand","Burundi","2009","0","0","0","0"
"Thailand","Cambodia","2009","47","47","47","47"
"Thailand","China","2009","89","89","89","89"
"Thailand","Côte d'Ivoire","2009","13","13","13","13"
"Thailand","Dem. Rep. of the Congo","2009","16","16","16","16"
"Thailand","Egypt","2009","0","0","0","0"
"Thailand","Ethiopia","2009","1","1","1","1"
"Thailand","Indonesia","2009","0","0","0","0"
"Thailand","Iraq","2009","98","98","98","98"
"Thailand","Islamic Rep. of Iran","2009","9","9","9","9"
"Thailand","Lao People's Dem. Rep.","2009","271","271","271","271"
"Thailand","Liberia","2009","2","2","2","2"
"Thailand","Myanmar","2009","104107","104107","104107","104107"
"Thailand","Nepal","2009","18","18","18","18"
"Thailand","Pakistan","2009","25","25","25","25"
"Thailand","Rwanda","2009","4","4","4","4"
"Thailand","Saudi Arabia","2009","1","1","1","1"
"Thailand","Sierra Leone","2009","0","0","0","0"
"Thailand","Somalia","2009","122","122","122","122"
"Thailand","Sri Lanka","2009","410","410","410","410"
"Thailand","State of Palestine","2009","18","18","18","18"
"Thailand","Stateless","2009","1","1","1","1"
"Thailand","Sudan","2009","0","0","0","0"
"Thailand","Syrian Arab Rep.","2009","0","0","0","0"
"Thailand","Togo","2009","1","1","1","1"
"Thailand","Turkey","2009","1","1","1","1"
"Thailand","Uganda","2009","1","1","1","1"
"Thailand","Viet Nam","2009","38","38","38","38"
"Thailand","Yemen","2009","1","1","1","1"
"Thailand","Zimbabwe","2009","1","1","1","1"
"The former Yugoslav Rep. of Macedonia","Bosnia and Herzegovina","2009","","","21","21"
"The former Yugoslav Rep. of Macedonia","Serbia (and Kosovo: S/RES/1244 (1999))","2009","1064","1064","1520","1520"
"The former Yugoslav Rep. of Macedonia","State of Palestine","2009","1","1","1","1"
"Timor-Leste","Côte d'Ivoire","2009","1","0","1","0"
"Togo","Burundi","2009","9","9","9","9"
"Togo","Cameroon","2009","0","","0","0"
"Togo","Central African Rep.","2009","10","10","10","10"
"Togo","Chad","2009","3","3","3","3"
"Togo","Congo","2009","20","20","20","20"
"Togo","Côte d'Ivoire","2009","71","71","71","71"
"Togo","Dem. Rep. of the Congo","2009","73","73","73","73"
"Togo","Ghana","2009","8073","14","8073","14"
"Togo","Iraq","2009","3","3","3","3"
"Togo","Liberia","2009","6","6","6","6"
"Togo","Nigeria","2009","18","18","18","18"
"Togo","Rwanda","2009","239","239","239","239"
"Togo","Somalia","2009","1","1","1","1"
"Togo","Sri Lanka","2009","4","4","4","4"
"Togo","Sudan","2009","1","1","1","1"
"Trinidad and Tobago","Bangladesh","2009","3","3","3","3"
"Trinidad and Tobago","Cameroon","2009","1","1","1","1"
"Trinidad and Tobago","Colombia","2009","5","5","5","5"
"Trinidad and Tobago","Côte d'Ivoire","2009","3","3","3","3"
"Trinidad and Tobago","Cuba","2009","1","1","1","1"
"Trinidad and Tobago","Gambia","2009","2","2","2","2"
"Trinidad and Tobago","Haiti","2009","6","6","6","6"
"Trinidad and Tobago","Islamic Rep. of Iran","2009","4","4","4","4"
"Trinidad and Tobago","Kenya","2009","1","1","1","1"
"Trinidad and Tobago","Liberia","2009","4","4","4","4"
"Trinidad and Tobago","Senegal","2009","3","3","3","3"
"Trinidad and Tobago","Sierra Leone","2009","1","1","1","1"
"Trinidad and Tobago","Somalia","2009","3","3","3","3"
"Tunisia","Algeria","2009","25","21","25","21"
"Tunisia","Bulgaria","2009","1","0","1","0"
"Tunisia","Burundi","2009","4","0","4","0"
"Tunisia","Central African Rep.","2009","1","1","1","1"
"Tunisia","Côte d'Ivoire","2009","15","15","15","15"
"Tunisia","Guinea","2009","1","0","1","0"
"Tunisia","Iraq","2009","9","5","9","5"
"Tunisia","Islamic Rep. of Iran","2009","6","0","6","0"
"Tunisia","Oman","2009","1","0","1","0"
"Tunisia","Poland","2009","1","0","1","0"
"Tunisia","Russian Federation","2009","2","2","2","2"
"Tunisia","Rwanda","2009","5","0","5","0"
"Tunisia","State of Palestine","2009","16","1","16","1"
"Tunisia","Syrian Arab Rep.","2009","5","0","5","0"
"Turkey","Afghanistan","2009","1040","1040","1040","1040"
"Turkey","Angola","2009","1","1","1","1"
"Turkey","Azerbaijan","2009","0","0","0","0"
"Turkey","China","2009","7","7","7","7"
"Turkey","Côte d'Ivoire","2009","3","3","3","3"
"Turkey","Dem. Rep. of the Congo","2009","3","3","3","3"
"Turkey","Egypt","2009","0","0","0","0"
"Turkey","Eritrea","2009","41","41","41","41"
"Turkey","Ethiopia","2009","12","12","12","12"
"Turkey","Georgia","2009","1","1","1","1"
"Turkey","Guinea","2009","2","2","2","2"
"Turkey","India","2009","1","1","1","1"
"Turkey","Iraq","2009","6194","6194","6194","6194"
"Turkey","Islamic Rep. of Iran","2009","1803","1803","1803","1803"
"Turkey","Jordan","2009","0","0","0","0"
"Turkey","Lebanon","2009","1","1","1","1"
"Turkey","Liberia","2009","2","2","2","2"
"Turkey","Mauritania","2009","0","0","0","0"
"Turkey","Morocco","2009","12","12","12","12"
"Turkey","Myanmar","2009","1","1","1","1"
"Turkey","Nigeria","2009","4","4","4","4"
"Turkey","Pakistan","2009","4","4","4","4"
"Turkey","Philippines","2009","1","1","1","1"
"Turkey","Russian Federation","2009","0","0","0","0"
"Turkey","Rwanda","2009","1","1","1","1"
"Turkey","Sierra Leone","2009","1","1","1","1"
"Turkey","Somalia","2009","922","922","922","922"
"Turkey","Sri Lanka","2009","29","29","29","29"
"Turkey","State of Palestine","2009","82","82","82","82"
"Turkey","Stateless","2009","7","7","7","7"
"Turkey","Sudan","2009","108","108","108","108"
"Turkey","Syrian Arab Rep.","2009","8","8","8","8"
"Turkey","Tunisia","2009","2","2","2","2"
"Turkey","Turkmenistan","2009","5","5","5","5"
"Turkey","Ukraine","2009","2","2","2","2"
"Turkey","Uzbekistan","2009","49","49","49","49"
"Turkey","Yemen","2009","1","1","1","1"
"Turkmenistan","Afghanistan","2009","29","29","29","29"
"Turkmenistan","Armenia","2009","4","4","4","4"
"Turkmenistan","Azerbaijan","2009","23","23","23","23"
"Turkmenistan","Russian Federation","2009","4","4","4","4"
"Uganda","Burundi","2009","3777","3777","3777","3777"
"Uganda","Canada","2009","1","1","1","1"
"Uganda","Central African Rep.","2009","9","9","9","9"
"Uganda","Chad","2009","1","1","1","1"
"Uganda","Congo","2009","4","4","4","4"
"Uganda","Dem. Rep. of the Congo","2009","73175","73175","73175","73175"
"Uganda","Eritrea","2009","3046","3046","3046","3046"
"Uganda","Ethiopia","2009","891","891","891","891"
"Uganda","Greece","2009","1","1","1","1"
"Uganda","Islamic Rep. of Iran","2009","1","1","1","1"
"Uganda","Kenya","2009","1684","1684","1684","1684"
"Uganda","Liberia","2009","3","3","3","3"
"Uganda","Malawi","2009","1","1","1","1"
"Uganda","Pakistan","2009","23","23","23","23"
"Uganda","Rwanda","2009","15717","15717","15717","15717"
"Uganda","Sierra Leone","2009","1","1","1","1"
"Uganda","Somalia","2009","8172","8172","8172","8172"
"Uganda","Sudan","2009","20836","20836","20836","20836"
"Uganda","United Rep. of Tanzania","2009","2","2","2","2"
"Ukraine","Afghanistan","2009","1239","125","1239","125"
"Ukraine","Algeria","2009","1","1","1","1"
"Ukraine","Angola","2009","30","13","30","13"
"Ukraine","Armenia","2009","196","19","196","19"
"Ukraine","Azerbaijan","2009","179","12","179","12"
"Ukraine","Bangladesh","2009","6","4","6","4"
"Ukraine","Belarus","2009","18","3","18","3"
"Ukraine","Benin","2009","0","0","0","0"
"Ukraine","Bosnia and Herzegovina","2009","1","0","1","0"
"Ukraine","Burkina Faso","2009","1","1","1","1"
"Ukraine","Burundi","2009","8","0","8","0"
"Ukraine","Cameroon","2009","1","0","1","0"
"Ukraine","Chad","2009","7","3","7","3"
"Ukraine","China","2009","0","0","0","0"
"Ukraine","Congo","2009","27","22","27","22"
"Ukraine","Côte d'Ivoire","2009","1","0","1","0"
"Ukraine","Dem. Rep. of the Congo","2009","56","6","56","6"
"Ukraine","Egypt","2009","2","3","2","3"
"Ukraine","Ethiopia","2009","23","7","23","7"
"Ukraine","Georgia","2009","79","12","5079","12"
"Ukraine","Guinea","2009","1","1","1","1"
"Ukraine","Guinea-Bissau","2009","1","0","1","0"
"Ukraine","India","2009","2","0","2","0"
"Ukraine","Iraq","2009","55","20","55","20"
"Ukraine","Islamic Rep. of Iran","2009","38","18","38","18"
"Ukraine","Jordan","2009","2","0","2","0"
"Ukraine","Kazakhstan","2009","7","5","7","5"
"Ukraine","Kuwait","2009","0","0","0","0"
"Ukraine","Lebanon","2009","4","2","4","2"
"Ukraine","Liberia","2009","3","0","3","0"
"Ukraine","Libya","2009","1","1","1","1"
"Ukraine","Madagascar","2009","2","0","2","0"
"Ukraine","Mali","2009","2","0","2","0"
"Ukraine","Mozambique","2009","1","1","1","1"
"Ukraine","Nigeria","2009","3","3","3","3"
"Ukraine","Pakistan","2009","0","0","0","0"
"Ukraine","Russian Federation","2009","122","56","122","56"
"Ukraine","Rwanda","2009","6","1","6","1"
"Ukraine","Saudi Arabia","2009","1","0","1","0"
"Ukraine","Serbia (and Kosovo: S/RES/1244 (1999))","2009","3","1","3","1"
"Ukraine","Sierra Leone","2009","6","2","6","2"
"Ukraine","Somalia","2009","20","19","20","19"
"Ukraine","Sri Lanka","2009","4","4","4","4"
"Ukraine","State of Palestine","2009","15","5","15","5"
"Ukraine","Stateless","2009","20","5","20","5"
"Ukraine","Sudan","2009","59","20","59","20"
"Ukraine","Syrian Arab Rep.","2009","42","5","42","5"
"Ukraine","Tajikistan","2009","12","3","12","3"
"Ukraine","Tonga","2009","1","1","1","1"
"Ukraine","Turkey","2009","6","2","6","2"
"Ukraine","Turkmenistan","2009","4","4","4","4"
"Ukraine","Uganda","2009","1","1","1","1"
"Ukraine","Uzbekistan","2009","15","10","15","10"
"United Arab Emirates","Afghanistan","2009","3","3","3","3"
"United Arab Emirates","Eritrea","2009","6","6","6","6"
"United Arab Emirates","Iraq","2009","210","210","210","210"
"United Arab Emirates","Islamic Rep. of Iran","2009","5","5","5","5"
"United Arab Emirates","Libya","2009","0","0","0","0"
