"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Serbia (and Kosovo: S/RES/1244 (1999))","The former Yugoslav Rep. of Macedonia","2005","629","629","629","629"
"Serbia (and Kosovo: S/RES/1244 (1999))","Turkey","2005","10","10","10","10"
"Serbia (and Kosovo: S/RES/1244 (1999))","Uzbekistan","2005","1","1","1","1"
"Sierra Leone","Chad","2005","1","1","1","1"
"Sierra Leone","Côte d'Ivoire","2005","2","2","2","2"
"Sierra Leone","Equatorial Guinea","2005","3","","3",""
"Sierra Leone","Liberia","2005","59952","46725","59952","46725"
"Sierra Leone","Mauritania","2005","1","1","1","1"
"Sierra Leone","Sudan","2005","5","","5",""
"Sierra Leone","Viet Nam","2005","1","","1",""
"Singapore","China","2005","2","2","2","2"
"Singapore","Myanmar","2005","1","1","1","1"
"Slovakia","Afghanistan","2005","124","","124",""
"Slovakia","Algeria","2005","2","","2",""
"Slovakia","Angola","2005","5","","5",""
"Slovakia","Benin","2005","1","","1",""
"Slovakia","Bosnia and Herzegovina","2005","38","","38",""
"Slovakia","Burundi","2005","1","","1",""
"Slovakia","China","2005","1","","1",""
"Slovakia","Congo","2005","6","","6",""
"Slovakia","Cuba","2005","2","","2",""
"Slovakia","Dem. Rep. of the Congo","2005","4","","4",""
"Slovakia","Egypt","2005","2","","2",""
"Slovakia","Ethiopia","2005","1","","1",""
"Slovakia","India","2005","1","","1",""
"Slovakia","Iraq","2005","34","","34",""
"Slovakia","Islamic Rep. of Iran","2005","6","","6",""
"Slovakia","Kuwait","2005","1","","1",""
"Slovakia","Madagascar","2005","1","","1",""
"Slovakia","Pakistan","2005","2","","2",""
"Slovakia","Russian Federation","2005","14","","14",""
"Slovakia","Serbia (and Kosovo: S/RES/1244 (1999))","2005","23","","23",""
"Slovakia","Somalia","2005","14","","14",""
"Slovakia","Stateless","2005","2","","2",""
"Slovakia","Ukraine","2005","12","","12",""
"Slovakia","United Rep. of Tanzania","2005","2","","2",""
"Slovakia","Uzbekistan","2005","3","","3",""
"Slovakia","Various","2005","66","","66",""
"Slovenia","Afghanistan","2005","1","1","1","1"
"Slovenia","Bosnia and Herzegovina","2005","137","137","137","137"
"Slovenia","Burundi","2005","1","1","1","1"
"Slovenia","Cameroon","2005","2","2","2","2"
"Slovenia","Dem. Rep. of the Congo","2005","2","2","2","2"
"Slovenia","Ethiopia","2005","1","1","1","1"
"Slovenia","Georgia","2005","4","4","4","4"
"Slovenia","Iraq","2005","4","4","4","4"
"Slovenia","Islamic Rep. of Iran","2005","12","12","12","12"
"Slovenia","Liberia","2005","1","1","1","1"
"Slovenia","Nigeria","2005","1","1","1","1"
"Slovenia","Russian Federation","2005","6","6","6","6"
"Slovenia","Serbia (and Kosovo: S/RES/1244 (1999))","2005","64","64","64","64"
"Slovenia","Sierra Leone","2005","9","9","9","9"
"Slovenia","Somalia","2005","1","1","1","1"
"Slovenia","Sudan","2005","1","1","1","1"
"Slovenia","The former Yugoslav Rep. of Macedonia","2005","3","3","3","3"
"Slovenia","Zimbabwe","2005","1","1","1","1"
"Somalia","Chad","2005","3","3","3","3"
"Somalia","Dem. Rep. of the Congo","2005","7","7","7","7"
"Somalia","Eritrea","2005","20","20","20","20"
"Somalia","Ethiopia","2005","444","444","444","444"
"Somalia","Rwanda","2005","3","3","3","3"
"Somalia","Sudan","2005","5","5","5","5"
"Somalia","Uganda","2005","7","7","7","7"
"Somalia","Yemen","2005","4","4","4","4"
"South Africa","Afghanistan","2005","18","","18",""
"South Africa","Angola","2005","5764","254","5764","254"
"South Africa","Bosnia and Herzegovina","2005","27","","27",""
"South Africa","Burundi","2005","2183","843","2183","843"
"South Africa","Cameroon","2005","54","6","54","6"
"South Africa","Congo","2005","1160","99","1160","99"
"South Africa","Côte d'Ivoire","2005","6","","6",""
"South Africa","Dem. Rep. of the Congo","2005","10609","2215","10609","2215"
"South Africa","Eritrea","2005","19","","19",""
"South Africa","Ethiopia","2005","78","58","78","58"
"South Africa","Ghana","2005","8","","8",""
"South Africa","Iraq","2005","11","","11",""
"South Africa","Islamic Rep. of Iran","2005","4","","4",""
"South Africa","Kenya","2005","14","","14",""
"South Africa","Kyrgyzstan","2005","18","","18",""
"South Africa","Liberia","2005","216","37","216","37"
"South Africa","Malawi","2005","7","","7",""
"South Africa","Nigeria","2005","27","2","27","2"
"South Africa","Pakistan","2005","29","","29",""
"South Africa","Rwanda","2005","1276","825","1276","825"
"South Africa","Senegal","2005","4","","4",""
"South Africa","Serbia (and Kosovo: S/RES/1244 (1999))","2005","34","","34",""
"South Africa","Sierra Leone","2005","52","21","52","21"
"South Africa","Somalia","2005","7548","444","7548","444"
"South Africa","Sudan","2005","173","15","173","15"
"South Africa","Uganda","2005","55","53","55","53"
"South Africa","United Rep. of Tanzania","2005","135","","135",""
"South Africa","Various","2005","61","59","61","59"
"South Africa","Zambia","2005","10","","10",""
"South Africa","Zimbabwe","2005","114","16","114","16"
"Spain","Afghanistan","2005","87","","87",""
"Spain","Albania","2005","52","","52",""
"Spain","Algeria","2005","457","","457",""
"Spain","Angola","2005","76","","76",""
"Spain","Argentina","2005","434","","434",""
"Spain","Armenia","2005","253","","253",""
"Spain","Azerbaijan","2005","44","","44",""
"Spain","Bangladesh","2005","9","","9",""
"Spain","Belarus","2005","37","","37",""
"Spain","Bhutan","2005","1","","1",""
"Spain","Bosnia and Herzegovina","2005","41","","41",""
"Spain","Bulgaria","2005","1","","1",""
"Spain","Burkina Faso","2005","4","","4",""
"Spain","Burundi","2005","2","","2",""
"Spain","Cameroon","2005","26","","26",""
"Spain","Central African Rep.","2005","1","","1",""
"Spain","Chile","2005","2","","2",""
"Spain","China","2005","15","","15",""
"Spain","Colombia","2005","944","","944",""
"Spain","Congo","2005","28","","28",""
"Spain","Côte d'Ivoire","2005","36","","36",""
"Spain","Cuba","2005","368","","368",""
"Spain","Dem. Rep. of the Congo","2005","167","","167",""
"Spain","Ecuador","2005","11","","11",""
"Spain","Egypt","2005","10","","10",""
"Spain","Equatorial Guinea","2005","307","","307",""
"Spain","Eritrea","2005","5","","5",""
"Spain","Ethiopia","2005","77","","77",""
"Spain","Gabon","2005","1","","1",""
"Spain","Gambia","2005","12","","12",""
"Spain","Georgia","2005","92","","92",""
"Spain","Ghana","2005","4","","4",""
"Spain","Guinea","2005","20","","20",""
"Spain","Guinea-Bissau","2005","3","","3",""
"Spain","Haiti","2005","4","","4",""
"Spain","Honduras","2005","4","","4",""
"Spain","India","2005","1","","1",""
"Spain","Iraq","2005","242","","242",""
"Spain","Islamic Rep. of Iran","2005","99","","99",""
"Spain","Israel","2005","1","","1",""
"Spain","Jordan","2005","7","","7",""
"Spain","Kazakhstan","2005","3","","3",""
"Spain","Kenya","2005","4","","4",""
"Spain","Kyrgyzstan","2005","3","","3",""
"Spain","Latvia","2005","4","","4",""
"Spain","Lebanon","2005","1","","1",""
"Spain","Liberia","2005","43","","43",""
"Spain","Mauritania","2005","24","","24",""
"Spain","Morocco","2005","47","","47",""
"Spain","Myanmar","2005","2","","2",""
"Spain","Nigeria","2005","57","","57",""
"Spain","Pakistan","2005","38","","38",""
"Spain","Peru","2005","48","","48",""
"Spain","Rep. of Moldova","2005","13","","13",""
"Spain","Romania","2005","4","","4",""
"Spain","Russian Federation","2005","483","","483",""
"Spain","Rwanda","2005","31","","31",""
"Spain","Senegal","2005","2","","2",""
"Spain","Serbia (and Kosovo: S/RES/1244 (1999))","2005","81","","81",""
"Spain","Sierra Leone","2005","130","","130",""
"Spain","Slovenia","2005","1","","1",""
"Spain","Somalia","2005","146","","146",""
"Spain","Sri Lanka","2005","6","","6",""
"Spain","State of Palestine","2005","2","","2",""
"Spain","Stateless","2005","27","","27",""
"Spain","Sudan","2005","27","","27",""
"Spain","Syrian Arab Rep.","2005","21","","21",""
"Spain","Togo","2005","4","","4",""
"Spain","Tunisia","2005","25","","25",""
"Spain","Turkey","2005","16","","16",""
"Spain","Uganda","2005","1","","1",""
"Spain","Ukraine","2005","68","","68",""
"Spain","Various","2005","17","","17",""
"Spain","Venezuela (Bolivarian Republic of)","2005","2","","2",""
"Spain","Viet Nam","2005","5","","5",""
"Spain","Yemen","2005","3","","3",""
"Sri Lanka","Afghanistan","2005","4","4","4","4"
"Sri Lanka","Iraq","2005","16","16","16","16"
"Sri Lanka","Maldives","2005","1","1","1","1"
"Sri Lanka","Pakistan","2005","85","85","85","85"
"Sudan","Burundi","2005","1","","1",""
"Sudan","Cameroon","2005","1","","1",""
"Sudan","Chad","2005","5023","","5023",""
"Sudan","Dem. Rep. of the Congo","2005","1634","35","1634","35"
"Sudan","Eritrea","2005","116746","75152","116746","75152"
"Sudan","Ethiopia","2005","14633","191","14633","191"
"Sudan","Jordan","2005","3","","3",""
"Sudan","Somalia","2005","49","","49",""
"Sudan","Syrian Arab Rep.","2005","1","","1",""
"Sudan","Uganda","2005","7895","","7895",""
"Sudan","Various","2005","1270","","1270",""
"Swaziland","Angola","2005","95","80","95","80"
"Swaziland","Bulgaria","2005","4","","4",""
"Swaziland","Burundi","2005","174","150","174","150"
"Swaziland","Congo","2005","56","50","56","50"
"Swaziland","Dem. Rep. of the Congo","2005","120","88","120","88"
"Swaziland","Ethiopia","2005","26","23","26","23"
"Swaziland","Kenya","2005","1","","1",""
"Swaziland","Liberia","2005","36","27","36","27"
"Swaziland","Nigeria","2005","3","","3",""
"Swaziland","Russian Federation","2005","4","","4",""
"Swaziland","Rwanda","2005","98","64","98","64"
"Swaziland","Sierra Leone","2005","13","13","13","13"
"Swaziland","Somalia","2005","69","60","69","60"
"Swaziland","Sri Lanka","2005","18","17","18","17"
"Swaziland","Uganda","2005","43","40","43","40"
"Sweden","Afghanistan","2005","4264","","4264",""
"Sweden","Albania","2005","150","","150",""
"Sweden","Algeria","2005","94","","94",""
"Sweden","Angola","2005","74","","74",""
"Sweden","Argentina","2005","4","","4",""
"Sweden","Armenia","2005","411","","411",""
"Sweden","Azerbaijan","2005","326","","326",""
"Sweden","Bahrain","2005","12","","12",""
"Sweden","Bangladesh","2005","335","","335",""
"Sweden","Belarus","2005","134","","134",""
"Sweden","Belgium","2005","14","","14",""
"Sweden","Bhutan","2005","5","","5",""
"Sweden","Bolivia (Plurinational State of)","2005","45","","45",""
"Sweden","Bosnia and Herzegovina","2005","5736","","5736",""
"Sweden","Brazil","2005","1","","1",""
"Sweden","Bulgaria","2005","27","","27",""
"Sweden","Burkina Faso","2005","1","","1",""
"Sweden","Burundi","2005","940","","940",""
"Sweden","Cambodia","2005","9","","9",""
"Sweden","Cameroon","2005","29","","29",""
"Sweden","Canada","2005","1","","1",""
"Sweden","Central African Rep.","2005","18","","18",""
"Sweden","Chad","2005","6","","6",""
"Sweden","Chile","2005","63","","63",""
"Sweden","China","2005","226","","226",""
"Sweden","Colombia","2005","918","","918",""
"Sweden","Congo","2005","77","","77",""
"Sweden","Costa Rica","2005","17","","17",""
"Sweden","Côte d'Ivoire","2005","26","","26",""
"Sweden","Croatia","2005","2011","","2011",""
"Sweden","Cuba","2005","120","","120",""
"Sweden","Czech Rep.","2005","1","","1",""
"Sweden","Dem. People's Rep. of Korea","2005","6","","6",""
"Sweden","Dem. Rep. of the Congo","2005","259","","259",""
"Sweden","Djibouti","2005","9","","9",""
"Sweden","Dominican Rep.","2005","1","","1",""
"Sweden","Ecuador","2005","60","","60",""
"Sweden","Egypt","2005","89","","89",""
"Sweden","El Salvador","2005","22","","22",""
"Sweden","Equatorial Guinea","2005","15","","15",""
"Sweden","Eritrea","2005","822","","822",""
"Sweden","Estonia","2005","11","","11",""
"Sweden","Ethiopia","2005","310","","310",""
"Sweden","Gambia","2005","9","","9",""
"Sweden","Georgia","2005","96","","96",""
"Sweden","Germany","2005","1","","1",""
"Sweden","Ghana","2005","5","","5",""
"Sweden","Greece","2005","3","","3",""
"Sweden","Guatemala","2005","7","","7",""
"Sweden","Guinea","2005","14","","14",""
"Sweden","Guinea-Bissau","2005","2","","2",""
"Sweden","Honduras","2005","39","","39",""
"Sweden","Hungary","2005","6","","6",""
"Sweden","India","2005","53","","53",""
"Sweden","Indonesia","2005","11","","11",""
"Sweden","Iraq","2005","21046","","21046",""
"Sweden","Islamic Rep. of Iran","2005","5016","","5016",""
"Sweden","Israel","2005","13","","13",""
"Sweden","Italy","2005","1","","1",""
"Sweden","Jordan","2005","120","","120",""
"Sweden","Kazakhstan","2005","268","","268",""
"Sweden","Kenya","2005","38","","38",""
"Sweden","Kiribati","2005","31","","31",""
"Sweden","Kuwait","2005","6","","6",""
"Sweden","Kyrgyzstan","2005","100","","100",""
"Sweden","Lao People's Dem. Rep.","2005","39","","39",""
"Sweden","Latvia","2005","7","","7",""
"Sweden","Lebanon","2005","451","","451",""
"Sweden","Liberia","2005","175","","175",""
"Sweden","Libya","2005","105","","105",""
"Sweden","Lithuania","2005","11","","11",""
"Sweden","Malaysia","2005","13","","13",""
"Sweden","Mali","2005","2","","2",""
"Sweden","Mauritania","2005","6","","6",""
"Sweden","Mauritius","2005","1","","1",""
"Sweden","Mexico","2005","2","","2",""
"Sweden","Mongolia","2005","12","","12",""
"Sweden","Morocco","2005","39","","39",""
"Sweden","Mozambique","2005","1","","1",""
"Sweden","Myanmar","2005","569","","569",""
"Sweden","Nepal","2005","8","","8",""
"Sweden","Netherlands","2005","2","","2",""
"Sweden","Nicaragua","2005","5","","5",""
"Sweden","Niger","2005","2","","2",""
"Sweden","Nigeria","2005","43","","43",""
"Sweden","Pakistan","2005","178","","178",""
"Sweden","Peru","2005","500","","500",""
"Sweden","Philippines","2005","31","","31",""
"Sweden","Poland","2005","35","","35",""
"Sweden","Rep. of Korea","2005","7","","7",""
"Sweden","Rep. of Moldova","2005","16","","16",""
"Sweden","Romania","2005","24","","24",""
"Sweden","Russian Federation","2005","1178","","1178",""
"Sweden","Rwanda","2005","113","","113",""
"Sweden","Saudi Arabia","2005","3","","3",""
"Sweden","Senegal","2005","5","","5",""
"Sweden","Serbia (and Kosovo: S/RES/1244 (1999))","2005","11953","","11953",""
"Sweden","Sierra Leone","2005","142","","142",""
"Sweden","Singapore","2005","2","","2",""
"Sweden","Slovakia","2005","15","","15",""
"Sweden","Slovenia","2005","2","","2",""
"Sweden","Somalia","2005","3486","","3486",""
"Sweden","South Africa","2005","1","","1",""
"Sweden","Spain","2005","1","","1",""
"Sweden","Sri Lanka","2005","71","","71",""
"Sweden","Stateless","2005","2028","","2028",""
"Sweden","Sudan","2005","202","","202",""
"Sweden","Syrian Arab Rep.","2005","1032","","1032",""
"Sweden","Tajikistan","2005","42","","42",""
"Sweden","Thailand","2005","19","","19",""
"Sweden","The former Yugoslav Rep. of Macedonia","2005","157","","157",""
"Sweden","Togo","2005","29","","29",""
"Sweden","Tunisia","2005","70","","70",""
"Sweden","Turkey","2005","792","","792",""
"Sweden","Turkmenistan","2005","68","","68",""
"Sweden","Uganda","2005","135","","135",""
"Sweden","Ukraine","2005","172","","172",""
"Sweden","United Arab Emirates","2005","1","","1",""
"Sweden","United Kingdom","2005","1","","1",""
"Sweden","United Rep. of Tanzania","2005","15","","15",""
"Sweden","United States","2005","17","","17",""
"Sweden","Uruguay","2005","2","","2",""
"Sweden","Uzbekistan","2005","788","","788",""
"Sweden","Various","2005","5332","","5332",""
"Sweden","Venezuela (Bolivarian Republic of)","2005","6","","6",""
"Sweden","Viet Nam","2005","122","","122",""
"Sweden","Yemen","2005","28","","28",""
"Sweden","Zambia","2005","2","","2",""
"Sweden","Zimbabwe","2005","15","","15",""
"Switzerland","Afghanistan","2005","1595","","1595",""
"Switzerland","Albania","2005","114","","114",""
"Switzerland","Algeria","2005","297","","297",""
"Switzerland","Angola","2005","2221","","2221",""
"Switzerland","Argentina","2005","2","","2",""
"Switzerland","Armenia","2005","108","","108",""
"Switzerland","Austria","2005","2","","2",""
"Switzerland","Azerbaijan","2005","29","","29",""
"Switzerland","Bangladesh","2005","29","","29",""
"Switzerland","Belarus","2005","9","","9",""
"Switzerland","Benin","2005","9","","9",""
"Switzerland","Bhutan","2005","1","","1",""
"Switzerland","Bolivia (Plurinational State of)","2005","1","","1",""
"Switzerland","Bosnia and Herzegovina","2005","6165","","6165",""
"Switzerland","Brazil","2005","6","","6",""
"Switzerland","Bulgaria","2005","17","","17",""
"Switzerland","Burkina Faso","2005","8","","8",""
"Switzerland","Burundi","2005","166","","166",""
"Switzerland","Cambodia","2005","576","","576",""
"Switzerland","Cameroon","2005","59","","59",""
"Switzerland","Central African Rep.","2005","2","","2",""
"Switzerland","Chad","2005","32","","32",""
"Switzerland","Chile","2005","20","","20",""
"Switzerland","China","2005","667","","667",""
"Switzerland","Colombia","2005","242","","242",""
"Switzerland","Congo","2005","72","","72",""
"Switzerland","Côte d'Ivoire","2005","51","","51",""
"Switzerland","Croatia","2005","72","","72",""
"Switzerland","Cuba","2005","56","","56",""
"Switzerland","Czech Rep.","2005","14","","14",""
"Switzerland","Dem. People's Rep. of Korea","2005","1","","1",""
"Switzerland","Dem. Rep. of the Congo","2005","1313","","1313",""
"Switzerland","Dominican Rep.","2005","3","","3",""
"Switzerland","Ecuador","2005","6","","6",""
"Switzerland","Egypt","2005","31","","31",""
"Switzerland","Eritrea","2005","268","","268",""
"Switzerland","Ethiopia","2005","370","","370",""
"Switzerland","France","2005","3","","3",""
"Switzerland","Gabon","2005","1","","1",""
"Switzerland","Gambia","2005","11","","11",""
"Switzerland","Georgia","2005","70","","70",""
"Switzerland","Germany","2005","2","","2",""
"Switzerland","Ghana","2005","6","","6",""
"Switzerland","Greece","2005","1","","1",""
"Switzerland","Guinea","2005","54","","54",""
"Switzerland","Guinea-Bissau","2005","12","","12",""
"Switzerland","Hungary","2005","25","","25",""
"Switzerland","India","2005","40","","40",""
"Switzerland","Iraq","2005","4065","","4065",""
"Switzerland","Islamic Rep. of Iran","2005","1034","","1034",""
"Switzerland","Israel","2005","2","","2",""
"Switzerland","Italy","2005","3","","3",""
"Switzerland","Jordan","2005","14","","14",""
"Switzerland","Kazakhstan","2005","14","","14",""
"Switzerland","Kenya","2005","18","","18",""
"Switzerland","Kuwait","2005","2","","2",""
"Switzerland","Kyrgyzstan","2005","2","","2",""
"Switzerland","Lao People's Dem. Rep.","2005","188","","188",""
"Switzerland","Latvia","2005","1","","1",""
"Switzerland","Lebanon","2005","34","","34",""
"Switzerland","Liberia","2005","27","","27",""
"Switzerland","Libya","2005","419","","419",""
"Switzerland","Lithuania","2005","1","","1",""
"Switzerland","Madagascar","2005","3","","3",""
"Switzerland","Malaysia","2005","2","","2",""
"Switzerland","Maldives","2005","5","","5",""
"Switzerland","Mali","2005","9","","9",""
"Switzerland","Mauritania","2005","3","","3",""
"Switzerland","Mongolia","2005","19","","19",""
"Switzerland","Morocco","2005","28","","28",""
"Switzerland","Mozambique","2005","5","","5",""
"Switzerland","Myanmar","2005","8","","8",""
"Switzerland","Nepal","2005","6","","6",""
"Switzerland","Niger","2005","4","","4",""
"Switzerland","Nigeria","2005","34","","34",""
"Switzerland","Pakistan","2005","156","","156",""
"Switzerland","Panama","2005","1","","1",""
"Switzerland","Paraguay","2005","1","","1",""
"Switzerland","Peru","2005","26","","26",""
"Switzerland","Philippines","2005","1","","1",""
"Switzerland","Poland","2005","8","","8",""
"Switzerland","Portugal","2005","6","","6",""
"Switzerland","Rep. of Moldova","2005","11","","11",""
"Switzerland","Romania","2005","61","","61",""
"Switzerland","Russian Federation","2005","266","","266",""
"Switzerland","Rwanda","2005","243","","243",""
"Switzerland","Senegal","2005","3","","3",""
"Switzerland","Serbia (and Kosovo: S/RES/1244 (1999))","2005","10586","","10586",""
"Switzerland","Sierra Leone","2005","35","","35",""
"Switzerland","Slovakia","2005","5","","5",""
"Switzerland","Slovenia","2005","2","","2",""
"Switzerland","Somalia","2005","3706","","3706",""
"Switzerland","South Africa","2005","5","","5",""
"Switzerland","Spain","2005","1","","1",""
"Switzerland","Sri Lanka","2005","2617","","2617",""
"Switzerland","State of Palestine","2005","21","","21",""
"Switzerland","Stateless","2005","174","","174",""
"Switzerland","Sudan","2005","160","","160",""
"Switzerland","Syrian Arab Rep.","2005","294","","294",""
"Switzerland","Tajikistan","2005","2","","2",""
"Switzerland","The former Yugoslav Rep. of Macedonia","2005","145","","145",""
"Switzerland","Togo","2005","226","","226",""
"Switzerland","Tunisia","2005","668","","668",""
"Switzerland","Turkey","2005","5501","","5501",""
"Switzerland","Turkmenistan","2005","5","","5",""
"Switzerland","Uganda","2005","35","","35",""
"Switzerland","Ukraine","2005","31","","31",""
"Switzerland","United Kingdom","2005","2","","2",""
"Switzerland","United Rep. of Tanzania","2005","3","","3",""
"Switzerland","United States","2005","1","","1",""
"Switzerland","Uzbekistan","2005","21","","21",""
"Switzerland","Various","2005","24","","24",""
"Switzerland","Viet Nam","2005","2072","","2072",""
"Switzerland","Western Sahara","2005","9","","9",""
"Switzerland","Yemen","2005","86","","86",""
"Switzerland","Zimbabwe","2005","1","","1",""
"Syrian Arab Rep.","Afghanistan","2005","229","","229",""
"Syrian Arab Rep.","Algeria","2005","7","","7",""
"Syrian Arab Rep.","Bosnia and Herzegovina","2005","11","","11",""
"Syrian Arab Rep.","Chad","2005","2","","2",""
"Syrian Arab Rep.","Dem. Rep. of the Congo","2005","4","","4",""
"Syrian Arab Rep.","Egypt","2005","6","","6",""
"Syrian Arab Rep.","Eritrea","2005","7","","7",""
"Syrian Arab Rep.","Ethiopia","2005","4","","4",""
"Syrian Arab Rep.","Iraq","2005","24874","","24874",""
"Syrian Arab Rep.","Islamic Rep. of Iran","2005","29","","29",""
"Syrian Arab Rep.","Jordan","2005","3","","3",""
"Syrian Arab Rep.","Kuwait","2005","1","","1",""
"Syrian Arab Rep.","Lebanon","2005","4","","4",""
"Syrian Arab Rep.","Liberia","2005","1","","1",""
"Syrian Arab Rep.","Libya","2005","2","","2",""
"Syrian Arab Rep.","Serbia (and Kosovo: S/RES/1244 (1999))","2005","1","","1",""
"Syrian Arab Rep.","Somalia","2005","593","","593",""
"Syrian Arab Rep.","South Africa","2005","1","","1",""
"Syrian Arab Rep.","State of Palestine","2005","8","","8",""
"Syrian Arab Rep.","Stateless","2005","31","","31",""
"Syrian Arab Rep.","Sudan","2005","177","","177",""
"Syrian Arab Rep.","Tunisia","2005","4","","4",""
"Syrian Arab Rep.","Turkey","2005","5","","5",""
"Syrian Arab Rep.","Yemen","2005","85","","85",""
"Tajikistan","Afghanistan","2005","1006","900","1006","900"
"Tajikistan","Iraq","2005","3","3","3","3"
"Tajikistan","Islamic Rep. of Iran","2005","9","","9",""
"Thailand","Afghanistan","2005","3","3","3","3"
"Thailand","Cambodia","2005","89","78","89","78"
"Thailand","Cameroon","2005","4","4","4","4"
"Thailand","China","2005","57","55","57","55"
"Thailand","Côte d'Ivoire","2005","13","13","13","13"
"Thailand","Dem. Rep. of the Congo","2005","30","29","30","29"
"Thailand","Egypt","2005","3","2","3","2"
"Thailand","Ethiopia","2005","1","1","1","1"
"Thailand","India","2005","4","3","4","3"
"Thailand","Indonesia","2005","8","3","8","3"
"Thailand","Iraq","2005","15","15","15","15"
"Thailand","Islamic Rep. of Iran","2005","29","25","29","25"
"Thailand","Lao People's Dem. Rep.","2005","150","150","150","150"
"Thailand","Liberia","2005","17","9","17","9"
"Thailand","Myanmar","2005","116499","116166","116499","116166"
"Thailand","Nepal","2005","40","35","40","35"
"Thailand","Pakistan","2005","2","1","2","1"
"Thailand","Rwanda","2005","4","4","4","4"
"Thailand","Sierra Leone","2005","1","1","1","1"
"Thailand","Somalia","2005","14","14","14","14"
"Thailand","Sri Lanka","2005","24","17","24","17"
"Thailand","State of Palestine","2005","15","12","15","12"
"Thailand","Stateless","2005","2","","2",""
"Thailand","Sudan","2005","6","6","6","6"
"Thailand","Syrian Arab Rep.","2005","1","","1",""
"Thailand","Turkey","2005","1","1","1","1"
"Thailand","Uganda","2005","1","","1",""
"Thailand","Viet Nam","2005","19","16","19","16"
"Thailand","Yemen","2005","1","1","1","1"
"The former Yugoslav Rep. of Macedonia","Afghanistan","2005","1","1","1","1"
"The former Yugoslav Rep. of Macedonia","Bosnia and Herzegovina","2005","24","","24",""
"The former Yugoslav Rep. of Macedonia","Serbia (and Kosovo: S/RES/1244 (1999))","2005","1249","1249","1249","1249"
"Timor-Leste","Côte d'Ivoire","2005","1","1","1","1"
"Timor-Leste","Viet Nam","2005","2","2","2","2"
"Togo","Burundi","2005","60","60","60","60"
"Togo","Cameroon","2005","6","6","6","6"
"Togo","Central African Rep.","2005","7","7","7","7"
"Togo","Chad","2005","10","10","10","10"
"Togo","Congo","2005","63","63","63","63"
"Togo","Côte d'Ivoire","2005","105","105","105","105"
"Togo","Dem. Rep. of the Congo","2005","120","120","120","120"
"Togo","Ghana","2005","8000","","8000",""
"Togo","Liberia","2005","14","14","14","14"
"Togo","Nigeria","2005","13","13","13","13"
"Togo","Rwanda","2005","809","809","809","809"
"Togo","Senegal","2005","1","1","1","1"
"Togo","Sierra Leone","2005","10","10","10","10"
"Togo","Somalia","2005","3","3","3","3"
"Togo","Various","2005","66","66","66","66"
"Tunisia","Algeria","2005","37","37","37","37"
"Tunisia","Bosnia and Herzegovina","2005","2","","2",""
"Tunisia","Bulgaria","2005","1","","1",""
"Tunisia","Burundi","2005","4","","4",""
"Tunisia","Chad","2005","2","1","2","1"
"Tunisia","Côte d'Ivoire","2005","3","3","3","3"
"Tunisia","Iraq","2005","8","4","8","4"
"Tunisia","Islamic Rep. of Iran","2005","6","","6",""
"Tunisia","Poland","2005","2","","2",""
"Tunisia","Russian Federation","2005","2","2","2","2"
"Tunisia","State of Palestine","2005","15","","15",""
"Tunisia","Syrian Arab Rep.","2005","5","5","5","5"
"Turkey","Afghanistan","2005","76","76","76","76"
"Turkey","Bosnia and Herzegovina","2005","13","13","13","13"
"Turkey","Burundi","2005","3","3","3","3"
"Turkey","China","2005","23","23","23","23"
"Turkey","Dem. Rep. of the Congo","2005","2","2","2","2"
"Turkey","Egypt","2005","3","3","3","3"
"Turkey","Eritrea","2005","4","4","4","4"
"Turkey","Ethiopia","2005","3","3","3","3"
"Turkey","Iraq","2005","126","126","126","126"
"Turkey","Islamic Rep. of Iran","2005","1959","1959","1959","1959"
"Turkey","Jordan","2005","2","2","2","2"
"Turkey","Kyrgyzstan","2005","4","4","4","4"
"Turkey","Morocco","2005","7","7","7","7"
"Turkey","Philippines","2005","1","1","1","1"
"Turkey","Rwanda","2005","1","1","1","1"
"Turkey","Serbia (and Kosovo: S/RES/1244 (1999))","2005","44","44","44","44"
"Turkey","Sierra Leone","2005","1","1","1","1"
"Turkey","Somalia","2005","66","66","66","66"
"Turkey","Sri Lanka","2005","1","1","1","1"
"Turkey","State of Palestine","2005","13","13","13","13"
"Turkey","Sudan","2005","7","7","7","7"
"Turkey","Syrian Arab Rep.","2005","12","12","12","12"
"Turkey","Tunisia","2005","1","1","1","1"
"Turkey","Turkmenistan","2005","2","2","2","2"
"Turkey","Uzbekistan","2005","24","24","24","24"
"Turkey","Yemen","2005","1","1","1","1"
"Turkmenistan","Afghanistan","2005","749","749","749","749"
"Turkmenistan","Armenia","2005","3","3","3","3"
"Turkmenistan","Azerbaijan","2005","30","30","30","30"
"Turkmenistan","Russian Federation","2005","8","8","8","8"
"Turkmenistan","Tajikistan","2005","11173","11173","11173","11173"
"Uganda","Burundi","2005","1660","1660","1660","1660"
"Uganda","Central African Rep.","2005","8","8","8","8"
"Uganda","Congo","2005","6","2","6","2"
"Uganda","Dem. Rep. of the Congo","2005","20564","20302","20564","20302"
"Uganda","Eritrea","2005","4","4","4","4"
"Uganda","Ethiopia","2005","99","97","99","97"
